"corpus","preloaded/detenten20_rft3"
"subcorpus","-"
"concordance size","1749"
"query","Query:[lc=""kiezdeutsch"" | lemma_lc=""kiezdeutsch"" | ascii=""kiezdeutsch""]"
"Reference","Left","KWIC","Right"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780469937","9 organisierten Kerstin Paul und Eva Wittenberg von der Universität Potsdam ein Projekt zum Thema ""Jugendsprache -","Kiezdeutsch",""". </s><s> Bei diesem Projekt setzten sich die Schülerinnen und Schüler im Rahmen von Eigenaufnahmen zunächst mit ihrer"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470100","an den BBS V Braunschweig (Klassenstufe 12) </s><s> Lehrer und Schüler der BBS Braunschweig bei den Projekttagen zu","Kiezdeutsch","</s><s> Zum Abschluss des 1. Halbjahrs im Schuljahr 2007/2008 führten die Berufsbildenden Schulen V Braunschweig"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470154","12 haben Eva Wittenberg und Kerstin Paul von der Universität Potsdam ein Projekt zum Thema ""Jugendsprache -","Kiezdeutsch",""" durchgeführt. </s><s> Themen dabei waren z.B. grammatische Untersuchungen von Kiezdeutsch, die Auseinandersetzung mit"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470166","zum Thema ""Jugendsprache - Kiezdeutsch"" durchgeführt. </s><s> Themen dabei waren z.B. grammatische Untersuchungen von","Kiezdeutsch",", die Auseinandersetzung mit Vorurteilen gegenüber Sprachen und Sprechweisen, die Bewertung von Sprachstilen oder"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470281","<s> Das Thema führte zu Diskussionen und interessanten, differenzierten Bewertungen. </s><s> Jugendsprache und erst recht","Kiezdeutsch","waren bisher nicht Thema im Unterricht gewesen, und die Erkenntnis, dass auch vom Standarddeutschen abweichende"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470384","und vor allem auch die Jugendsprache zu kennen. </s><s> Der Workshop von Kerstin Paul und Kathleen Schumann zum Thema","Kiezdeutsch","in Malmö verfolgte zum einen das Ziel, diese Kenntnisse zu vermitteln, zum anderen ist das Thema auch speziall für"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470445","im Haus der Lehrerausbildung der Malmö Högskola arbeiteten nach einem einführenden Vortrag zu","Kiezdeutsch","an verschiedenen Themen, die sich mit grammatischer Struktur und sprachideologischen Aspekten multiethnischer"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470575","den beiden Leitenden des Lehrstuhls. </s><s> Da wurde sehr deutlich, was Ziele aber auch Probleme bei der Thematisierung von","Kiezdeutsch","im Unterricht sein können. </s><s> Die Studierenden erkannten, dass Kiezdeutsch eine gute Möglichkeit ist, um auf die"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470586","auch Probleme bei der Thematisierung von Kiezdeutsch im Unterricht sein können. </s><s> Die Studierenden erkannten, dass","Kiezdeutsch","eine gute Möglichkeit ist, um auf die Variabilität des Standarddeutschen hinzuweisen und besonders im Falle von"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470622","Rosengård-Svenska Sprachbewusstheit zu fördern. </s><s> Das Feedback der Runde war sehr positiv und es ist erfreulich, dass","Kiezdeutsch","in den Köpfen einiger angehender Deutschlehrerinnen und -lehrer einen Platz finden konnte und sich aus der Thematik"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470662","ergeben haben. </s><s> Workshop für Deutschlerner: Yale Summer School 2008 </s><s> Auch für Deutschlerner ist","Kiezdeutsch","interessant: Zu diesem Schluss kamen 15 Yale-Studenten, die im Rahmen der Yale Summer School 2008 in Berlin einen"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470685",": Zu diesem Schluss kamen 15 Yale-Studenten, die im Rahmen der Yale Summer School 2008 in Berlin einen Vortrag über","Kiezdeutsch","hörten. </s><s> Vor allem die soziologische Seite war für die Besucher spannend: Wie geht man in Deutschland mit ethnischen"
"kiezdeutsch.de,http://www.kiezdeutsch.de/braunschweig.html,kiezdeutsch - Ein Infoportal zu Jugendsprache in Wohngebieten mit hohem Migrantenanteil: Informationen für Interessierte und Handreichungen für Schule,2020-06-11 12:29,2020,doc#7629448,#3780470742","schließlich, über eigene Ausdrucksweisen im Deutschen nachzudenken, tiefer liegende Strukturen zu erkennen und","Kiezdeutsch","mit anderen Sprachen zu vergleichen. </s><s> So wurde der ""linguistische Blick"" geschärft - auch für standarddeutsche"
"koerber-stiftung.de,https://www.koerber-stiftung.de/news-archiv/2014/11/seite-5,News-Archiv - Körber-Stiftung,2020-06-11 15:45,2020,doc#7652750,#3790496017",". </s><s> Er würde pflichtbewusst diesem Befehl folgen, auch wenn es hieß sich gegen eine fliegende Stadt zu stellen. </s><s> ""","Kiezdeutsch",""", ""Assisprache"", ""Ghettosprech"" – für den Sprachstil vieler Jugendlicher gibt es zahlreiche, meist abwertende"
"idw-online.de,https://idw-online.de/de/news727752,Neuer Sonderforschungsbereich für Sprachwissenschaftler in Berlin,2020-06-11 15:45,2020,doc#7652912,#3790547705","und vereinzelt auch unterschiedliche Laute verwenden. </s><s> So sprechen Jugendliche untereinander oft sogenanntes ""","Kiezdeutsch",""" und sagen ""isch"" statt ""ich"". </s><s> Dass diese Lautvariante nicht zwangsläufig mangelndes Sprachvermögen ist, zeigt"
"sandammeer.at,http://www.sandammeer.at/rez13/sprache-deutscher.htm,www.sandammeer.at - die virtuelle Literaturzeitschrift. Sprachen,2020-06-13 00:42,2020,doc#7911112,#3909052534","deutsche ""tja""? </s><s> Ist ""der Mann, wo da geht"" tatsächlich nur in Süddeutschland gebräuchlich? </s><s> Wodurch zeichnet sich ""","Kiezdeutsch",""" aus, und was macht es dem k.k.-Migrantenjargon und der ""lagerszpracha"" vergleichbar? </s><s> Warum sind die"
"sprachforschung.org,http://www.sprachforschung.org/ickler/index.php?show=news&id=1440,Prof. Dr. Theodor Ickler - Mein Rechtschreibtagebuch, hrsg. von der Forschungsgruppe Deutsche Sprache e.V. (FDS),2020-06-13 08:16,2020,doc#7966779,#3934098697","Artikel). </s><s> Um die Ausbreitung des ""Progressivs"" ist in der Germanistik ein ähnlicher Hype veranstaltet worden wie um ""","Kiezdeutsch",""". </s><s> Ich glaube aber, daß gerade die ausgebaute Form ich bin die Kartoffeln am Schälen noch ziemlich weit davon entfernt"
"politonline.ch,http://politonline.ch/?content=news&newsid=1923,politonline.ch,2020-06-13 17:58,2020,doc#8032417,#3965146924","Sprechweise überzeugt werden. </s><s> Dazu soll offenbar das von der Sprachwissenschaftlerin Heike Wiese aufgelegte Buch ''","Kiezdeutsch",": Ein neuer Dialekt entsteht'' beitragen. </s><s> In manchen, von einem hohen Ausländeranteil geprägten Grossstadtvierteln"
"politonline.ch,http://politonline.ch/?content=news&newsid=1923,politonline.ch,2020-06-13 17:58,2020,doc#8032417,#3965146984","auszeichnet, also etwa nach dem Muster ""Ich Erkan – du Mandy"". </s><s> Ein solches Stammeldeutsch beschönigt Wiese als ''","Kiezdeutsch","''; Sätze wie ""Danach ich geh'' Schule"", ""Machstu rote Ampel"" oder ""Isch mach dich Krankenhaus"" seien kein Fehler,"
"politonline.ch,http://politonline.ch/?content=news&newsid=1923,politonline.ch,2020-06-13 17:58,2020,doc#8032417,#3965147089",", wählt man den faulen Weg, schlechtes Deutsch einfach zu einer eigenen Sprache zu erheben. </s><s> Wiese behauptet: ''","Kiezdeutsch","ist kein falsches Deutsch, sondern als besonderer Dialekt mit nachvollziehbaren Regeln eine Bereicherung''. </s><s> Es sei"
"xylou.de,http://sepp.xylou.de/a/CgA/066beab3/An_den_Ackerbauer_und_.html,An Den Ackerbauer Und,2020-06-16 09:52,2020,doc#8403539,#4136345136","träge zwei von Tauchern angebrachte Haftminen versenkt wurde. </s><s> Beim direkten Protamin erreicht der Flugkörper das","Kiezdeutsch","in einem flacheren Winkel. </s><s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum Kiezdeutsch ab. </s><s> Bei 2.000 m"
"xylou.de,http://sepp.xylou.de/a/CgA/066beab3/An_den_Ackerbauer_und_.html,An Den Ackerbauer Und,2020-06-16 09:52,2020,doc#8403539,#4136345150","der Flugkörper das Kiezdeutsch in einem flacheren Winkel. </s><s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum","Kiezdeutsch","ab. </s><s> Bei 2.000 m Hayashi-Linie sind es etwa 60 m. Kiezdeutsch sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der"
"xylou.de,http://sepp.xylou.de/a/CgA/066beab3/An_den_Ackerbauer_und_.html,An Den Ackerbauer Und,2020-06-16 09:52,2020,doc#8403539,#4136345162","<s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum Kiezdeutsch ab. </s><s> Bei 2.000 m Hayashi-Linie sind es etwa 60 m.","Kiezdeutsch","sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der Mindestabstand zum Kiezdeutsch muss barhäuptig 65 m"
"xylou.de,http://sepp.xylou.de/a/CgA/066beab3/An_den_Ackerbauer_und_.html,An Den Ackerbauer Und,2020-06-16 09:52,2020,doc#8403539,#4136345176","sind es etwa 60 m. Kiezdeutsch sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der Mindestabstand zum","Kiezdeutsch","muss barhäuptig 65 m betragen. </s><s> Dieser Friemar wird einerseits für den Protamin inzwischen schwebende"
"bpb.de,https://m.bpb.de/apuz/32944/sprache,Sprache | APuZ,2020-06-17 09:42,2020,doc#8530934,#4195227598","Politikum. </s><s> Zu der Frage, ob Mehrsprachigkeit von Migranten ihre Integration fördert oder erschwert,... </s><s> Mehr lesen </s><s>","Kiezdeutsch","ist kein ""falsches"" Deutsch. Es ist ein neuer Dialekt des Deutschen, der sich in Wohngebieten mit hohem"
"blogger.de,https://misanthrope.blogger.de/stories/2188867,Ente am Ende: Was mir gerade auffiel:,2020-06-18 20:14,2020,doc#8735004,#4292342301",". </s><s> Ein umgehender Austausch wurde mir zugesichert, ist aber noch nicht erfolgt. </s><s> Der alltagssprachlich (z.B. ""","Kiezdeutsch",""") gerne verwendete Generalartikel de (gesprochen [də], also mit Schwa) für der, die und das (de Vater, de Mutter, de"
"chinaseite.de,http://wwww.forum.chinaseite.de/search.php?author_id=10405&sr=posts&sid=88f4f8449ddfc282bcf408c87f07fcc8,Chinaseite.de Forum - Suche,2020-06-19 08:29,2020,doc#8799802,#4322620541","auf unsere deutsche Sprache haben, anstatt ausgerechnet mit dem staatlich finanzierten ZDF ihren Senf abzugeben. </s><s> ""","Kiezdeutsch",""" https://m.bpb.de/apuz/32957/kiezdeutsch ... lekt?p=all </s><s> Habe gerade gesehen das dein Wohnort Berlin ist. </s><s> Möchte"
"peterlang.com,https://www.peterlang.com/view/9783653956368/bm_back02.xhtml?print,Literaturverzeichnis : Formelhafte (Ir-)Regularitäten,2020-06-19 11:44,2020,doc#8815686,#4329531264","des Deutschen Germanistenverbandes 54, 72–97. </s><s> ANDROUTSOPOULOS, Jannis K./LAUER, Katharina (2013): ""","Kiezdeutsch",""" in der Presse: Geschichte und Gebrauch eines neuen Labels im Metasprachdiskurs. ← 423 | 424 → In: OZIL, Seyda u. a. (Hgg"
"tagesspiegel.de,https://www.tagesspiegel.de/kultur/gendern-in-deutschen-verlagen-das-kreuz-mit-dem-sternchen/24121174.html,Gendern in deutschen Verlagen: Das Kreuz mit dem Sternchen - Kultur - Tagesspiegel,2020-06-19 15:11,2020,doc#8831843,#4336721240","die weibliche Form. Sprache ist Ausdruck und Spiegel unseres Zusammenlebens, daher verändert sie sich mit uns, siehe","Kiezdeutsch","und Neudeutsch. </s><s> Oder siehe die Österreicherin Puneh Ansarim, die wir unter dem anglisierend anmutenden Titel """
"peterlang.com,https://www.peterlang.com/view/9783653976625/Chapter11.xhtml,‚Kiezdeutsch‘ in Forschung und Lehre der Auslandsgermanistik : Jugendsprache in Schule, Medien und Alltag,2020-06-20 12:32,2020,doc#8938090,#4384233023","Studie ""Deutschland postmigrantisch"" (Foroukan et al. 2014) und nicht zuletzt das Potsdamer Textkorpus zu ''","Kiezdeutsch","'' (Wiese et al. 2010 ff.) zu berücksichtigen versucht. </s><s> Die aktuellen Entwicklungen zeigen bereits, wie reizvoll es"
"peterlang.com,https://www.peterlang.com/view/9783653976625/Chapter11.xhtml,‚Kiezdeutsch‘ in Forschung und Lehre der Auslandsgermanistik : Jugendsprache in Schule, Medien und Alltag,2020-06-20 12:32,2020,doc#8938090,#4384233052",") zu berücksichtigen versucht. </s><s> Die aktuellen Entwicklungen zeigen bereits, wie reizvoll es ist, sich mit dem Thema ''","Kiezdeutsch","'' im Speziellen und Migration im Allgemeinen im auslandsgermanistischen Unterricht zu beschäftigen. </s><s> Ein Ziel der"
"peterlang.com,https://www.peterlang.com/view/9783653976625/Chapter11.xhtml,‚Kiezdeutsch‘ in Forschung und Lehre der Auslandsgermanistik : Jugendsprache in Schule, Medien und Alltag,2020-06-20 12:32,2020,doc#8938090,#4384233112","der Studierenden. </s><s> 2. Einleitung </s><s> Der vorliegende Beitrag basiert auf ersten Unterrichtserfahrungen zum Thema ''","Kiezdeutsch","'' in den Fächern... </s><s> 1 Einleitung </s><s> ""Es war eine schöne Zeit meines Lebens, als ich Dich und Deinen Bruder Friederich"
"politische-bildung.de,https://www.politische-bildung.de/kultur.html?&tx_lpbwebkatalog_pi1%5BshowUid%5D=8044&cHash=1123d58a6e5b6699c0b5d9ca2bf9bd32,Sprache - Aus Politik und Zeitgeschichte (APuZ 8/2010),2020-06-20 23:24,2020,doc#8994022,#4409786628","am Rande des Eisernen Vorhangs (Rüdiger Harnisch) Vom Umgang mit Mehrsprachigkeiten (Volker Hinnenkamp)","Kiezdeutsch","- ein neuer Dialekt (Heike Wiese) </s><s> Im Themenkatalog unter </s><s> Wie sich die Awo-Spitze ihre ""Dienstfahrzeuge"" finanzierte </s>"
"uni-potsdam.de,https://www.uni-potsdam.de/de/nachrichten/detail/2015-07-30-deutsch-ist-vielseitig-materialien-zu-dialekten-mehrsprachigkeit-und-der-frage-nach-dem,Neues aus der UP - Universität Potsdam,2020-06-21 19:35,2020,doc#9081015,#4449214532","nicht nur Standarddeutsch, sondern viele weitere Dialekte, Stile, Register und auch neue urbane Jugendsprachen wie","Kiezdeutsch",". </s><s> Für den Bildungsbereich ergeben sich hieraus vielfältige Herausforderungen und Chancen, die in den Materialien"
"uni-potsdam.de,https://www.uni-potsdam.de/de/nachrichten/detail/2015-07-30-deutsch-ist-vielseitig-materialien-zu-dialekten-mehrsprachigkeit-und-der-frage-nach-dem,Neues aus der UP - Universität Potsdam,2020-06-21 19:35,2020,doc#9081015,#4449214946","Gegenwartsdeutschen, unter anderem mit Projekten zu grammatischen und soziolinguistischen Fragestellungen zu","Kiezdeutsch",". </s><s> Katharina Mayr ist Doktorandin im Projekt ""Deutsch ist vielseitig"". </s><s> Ihre Forschungsinteressen liegen im Bereich"
"exlibris.ch,https://www.exlibris.ch/de/buecher-buch/deutschsprachige-buecher/heike-wiese/kiezdeutsch/id/9783406630347,Kiezdeutsch - Heike Wiese - Buch kaufen | Ex Libris,2020-06-08 17:07,2020,doc#9289035,#4547984808","Dialekte auch. </s><s> Anhand zahlreicher Beispiele zeigt die renommierte Sprachwissenschaftlerin Heike Wiese, dass","Kiezdeutsch","keine ""Kanak Sprak"" ist, kein Anzeichen mangelnder Integration und auch keine Gefahr für das Deutsche, sondern ein"
"exlibris.ch,https://www.exlibris.ch/de/buecher-buch/deutschsprachige-buecher/heike-wiese/kiezdeutsch/id/9783406630347,Kiezdeutsch - Heike Wiese - Buch kaufen | Ex Libris,2020-06-08 17:07,2020,doc#9289035,#4547984841","Gefahr für das Deutsche, sondern ein neuer, in dynamischer Entwicklung befindlicher Dialekt. </s><s> Entwicklungen wie in","Kiezdeutsch","finden sich deswegen nicht nur dort, sondern auch in anderen Bereichen unserer Umgangssprache. </s><s> Heike Wiese hört"
"uni-potsdam.de,http://www.sfb632.uni-potsdam.de/de/aprojekte/b6.html,Projekt B6 (Wiese),2020-06-09 01:10,2020,doc#9472379,#4641251023","Reduktion und informationsstrukturelle Präferenzen in einer kontaktsprachlichen Varietät des Deutschen:","Kiezdeutsch",""" auf und konzentriert sich dabei auf Korpusaufbereitung und -analysen. </s><s> Im Rahmen der ersten Periode von B6 ist ein"
"uni-potsdam.de,http://www.sfb632.uni-potsdam.de/de/aprojekte/b6.html,Projekt B6 (Wiese),2020-06-09 01:10,2020,doc#9472379,#4641251048","sich dabei auf Korpusaufbereitung und -analysen. </s><s> Im Rahmen der ersten Periode von B6 ist ein umfangreiches Korpus zu","Kiezdeutsch","erstellt worden, das spontansprachliche Daten Jugendlicher aus Selbstaufnahmen umfasst, die in Form von"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378258",". </s><s> Zeitschrift für Dialektologie und Linguistik. </s><s> Pohle, Maria; Schumann, Kathleen (2014): Keine Angst vor","Kiezdeutsch","! </s><s> Zum neuen Dialekt der Multikulti-Generation. </s><s> Zeitschrift für Jugendkriminalrecht und Jugendhilfe - ZJJ 3/2014,"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378308",", Kathleen (2012): Von gedrehten Zungen, Ghetto-Kanaken und einem Sultan der Gedanken – Gastarbeiterdeutsch und","Kiezdeutsch","in literarischer Verarbeitung. </s><s> In: Leupold, Gabriele und Eveline Passet (Hg.): Im Bergwerk der Sprache. </s><s> Eine"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378379",". 37 Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft 2015, März 2015, Leipzig. </s><s> mit Maria Pohle: ""","Kiezdeutsch","ist voll baba! </s><s> (...wenn man''s versteht)"" - Kiezdeutsch als Teil des Sprachrepertoires Jugendlicher in"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378394","2015, März 2015, Leipzig. </s><s> mit Maria Pohle: ""Kiezdeutsch ist voll baba! </s><s> (...wenn man''s versteht)"" -","Kiezdeutsch","als Teil des Sprachrepertoires Jugendlicher in multiethnischen Wohngebieten. </s><s> Fachtag der"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378529","mit dem Innerstädtischen Gymnasium in Rostock, Januar 2011, Rostock </s><s> mit Katharina Mayr und Kerstin Paul:","Kiezdeutsch","bewegt. </s><s> Multiethnische Jugendsprache und ihre öffentliche Wahrnehmung. </s><s> Gesellschaft für Deutsche Sprache (GDS),"
"uni-potsdam.de,https://www.uni-potsdam.de/de/dspdg/personen/kschumann,Kathleen Schumann (Projekt A01 im SFB 1287) - Mitarbeiter - Professur Deutsche Sprache der Gegenwart - Universität Potsdam,2020-06-09 04:08,2020,doc#9531087,#4670378627","Paul: ""Machst du rote Ampel... </s><s> "" Multiethnische Jugendsprachen, eine Gefahr im Sprachenverkehr? </s><s> Ein Workshop zu","Kiezdeutsch","im Unterricht bei der Akademienkonferenz ""Sprachkritik in der Schule"" im Rahmen des ""Forum Junge Wissenschaft"", 29."
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677893445","ist sie Teil eines Repertoires des Sprechers, der sich bewusst für die Nutzung dieser Varietät entscheidet: ""Using","Kiezdeutsch","reflects a choice, a self-positioning of its speaker within a complex multiethnic urban setting. </s><s> ""[2] Die"
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677893805","von Variablen der Fremdheit sind. </s><s> Der Einfluss der Mi-grationssituation spielt bei der Entstehung von Ethnolekt und","Kiezdeutsch","somit eine bedeutende Rolle. </s><s> Die Entwicklung eines individuellen Stils und einer eigenen Sprache, um die eigene"
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677893922","Sprechern aus anderen sprachlichen Umfeldern ethnolektale Sätze kommentieren ließen und damit deren Akzeptanz für","Kiezdeutsch","testeten: </s><s> Hier wird der jugendsprachliche Aspekt von Kiezdeutsch sehr deutlich. </s><s> Jugendliche wählen diese Varietät"
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677893931","kommentieren ließen und damit deren Akzeptanz für Kiezdeutsch testeten: </s><s> Hier wird der jugendsprachliche Aspekt von","Kiezdeutsch","sehr deutlich. </s><s> Jugendliche wählen diese Varietät für die Kommunikation untereinander. </s><s> Sie verwenden Kiezdeutsch"
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677893946","Kiezdeutsch sehr deutlich. </s><s> Jugendliche wählen diese Varietät für die Kommunikation untereinander. </s><s> Sie verwenden","Kiezdeutsch","nicht in sprachlichen Interaktionen mit Erwachsenen. </s><s> Die Zugehörigkeit zu einer Peer-Group, einer Bezugsgruppe,"
"bachelor-master-publishing.de,https://www.bachelor-master-publishing.de/document/297036,Der Ethnolekt und seine mediale Verbreitung: Jugendliche ...,2020-06-09 04:48,2020,doc#9546759,#4677894753",", nach grammatischen Regeln fehlerhafte Verwendung des Artikels ist zwar eher einer Lernervarietät als einer","kiezdeutschen","Varietät zuzuordnen – gerade wenn man das hohe Alter des Sprechers berücksichtigt – für die vorliegende Arbeit ist sie"
"rp-online.de,https://rp-online.de/kultur/professorin-widmet-kiezdeutsch-buch_aid-13810787,&quot;Musstu lesen&quot;: Professorin widmet Kiezdeutsch Buch,2020-06-09 14:08,2020,doc#9682878,#4744955990","bisher für daneben hielt, wird nun eines Besseren belehrt. </s><s> Für die Sprachwissenschaftlerin Heike Wiese ist","Kiezdeutsch","ein kreativer Dialekt sprachbegabter Menschen - samt Grammatik. </s><s> Wann leben deutsche Sprachwissenschaftler"
"rp-online.de,https://rp-online.de/kultur/professorin-widmet-kiezdeutsch-buch_aid-13810787,&quot;Musstu lesen&quot;: Professorin widmet Kiezdeutsch Buch,2020-06-09 14:08,2020,doc#9682878,#4744956045","Sätzen wie ""Isch aus Kreuzberg, du Muschi"" oder ""Machst du rote Ampel"" beschäftigt. </s><s> Mitte Februar erscheint ihr Buch ""","Kiezdeutsch",""". </s><s> Wiese analysiert darin den Dialekt, den Jugendliche im Berliner Migranten-Stadtteil Kreuzberg sprechen. </s><s> Eine"
"rp-online.de,https://rp-online.de/kultur/professorin-widmet-kiezdeutsch-buch_aid-13810787,&quot;Musstu lesen&quot;: Professorin widmet Kiezdeutsch Buch,2020-06-09 14:08,2020,doc#9682878,#4744956097","<s> Diese Meinung teilen jedoch nicht alle. </s><s> Wiese bekommt beleidigende, sogar drohende Zuschriften. </s><s> So als sei das Thema","Kiezdeutsch","ein Freibrief dafür, mal Dampf abzulassen, sagt sie. </s><s> Es bleibt eine merkwürdige Vorstellung: Die Volksseele kocht"
"rp-online.de,https://rp-online.de/kultur/professorin-widmet-kiezdeutsch-buch_aid-13810787,&quot;Musstu lesen&quot;: Professorin widmet Kiezdeutsch Buch,2020-06-09 14:08,2020,doc#9682878,#4744956265",", denen per se Integrationsverweigerung und mangelnde Sprachkompetenz unterstellt werden. </s><s> zurück </s><s> weiter </s><s> Gehört","Kiezdeutsch","zur Sarrazin-Debatte? </s><s> Schafft sich Deutschland in Vierteln wie Kreuzberg sprachlich ab? </s><s> Wiese widerspricht. </s><s> Sie"
"rp-online.de,https://rp-online.de/kultur/professorin-widmet-kiezdeutsch-buch_aid-13810787,&quot;Musstu lesen&quot;: Professorin widmet Kiezdeutsch Buch,2020-06-09 14:08,2020,doc#9682878,#4744956485","du nimmst die. </s><s> "" </s><s> Aufräumen mit Klischees </s><s> Die Professorin will mit Negativ-Klischees aufräumen. </s><s> Nach ihrer Studie ist","Kiezdeutsch","eine Jugendsprache, die von vielen Teenagern in Kreuzberg - und nicht nur da - gesprochen wird, völlig unabhängig von"
