"corpus","preloaded/detenten20_rft3"
"subcorpus","-"
"concordance size","1749"
"query","Query:[lc=""kiezdeutsch"" | lemma_lc=""kiezdeutsch"" | ascii=""kiezdeutsch""]"
"Reference","Left","KWIC","Right"
"kiezdeutsch.de","schließlich, über eigene Ausdrucksweisen im Deutschen nachzudenken, tiefer liegende Strukturen zu erkennen und","Kiezdeutsch","mit anderen Sprachen zu vergleichen. </s><s> So wurde der ""linguistische Blick"" geschärft - auch für standarddeutsche"
"koerber-stiftung.de",". </s><s> Er würde pflichtbewusst diesem Befehl folgen, auch wenn es hieß sich gegen eine fliegende Stadt zu stellen. </s><s> ""","Kiezdeutsch",""", ""Assisprache"", ""Ghettosprech"" – für den Sprachstil vieler Jugendlicher gibt es zahlreiche, meist abwertende"
"idw-online.de","und vereinzelt auch unterschiedliche Laute verwenden. </s><s> So sprechen Jugendliche untereinander oft sogenanntes ""","Kiezdeutsch",""" und sagen ""isch"" statt ""ich"". </s><s> Dass diese Lautvariante nicht zwangsläufig mangelndes Sprachvermögen ist, zeigt"
"sandammeer.at","deutsche ""tja""? </s><s> Ist ""der Mann, wo da geht"" tatsächlich nur in Süddeutschland gebräuchlich? </s><s> Wodurch zeichnet sich ""","Kiezdeutsch",""" aus, und was macht es dem k.k.-Migrantenjargon und der ""lagerszpracha"" vergleichbar? </s><s> Warum sind die"
"sprachforschung.org","Artikel). </s><s> Um die Ausbreitung des ""Progressivs"" ist in der Germanistik ein ähnlicher Hype veranstaltet worden wie um ""","Kiezdeutsch",""". </s><s> Ich glaube aber, daß gerade die ausgebaute Form ich bin die Kartoffeln am Schälen noch ziemlich weit davon entfernt"
"politonline.ch","Sprechweise überzeugt werden. </s><s> Dazu soll offenbar das von der Sprachwissenschaftlerin Heike Wiese aufgelegte Buch ''","Kiezdeutsch",": Ein neuer Dialekt entsteht'' beitragen. </s><s> In manchen, von einem hohen Ausländeranteil geprägten Grossstadtvierteln"
"politonline.ch","auszeichnet, also etwa nach dem Muster ""Ich Erkan – du Mandy"". </s><s> Ein solches Stammeldeutsch beschönigt Wiese als ''","Kiezdeutsch","''; Sätze wie ""Danach ich geh'' Schule"", ""Machstu rote Ampel"" oder ""Isch mach dich Krankenhaus"" seien kein Fehler,"
"politonline.ch",", wählt man den faulen Weg, schlechtes Deutsch einfach zu einer eigenen Sprache zu erheben. </s><s> Wiese behauptet: ''","Kiezdeutsch","ist kein falsches Deutsch, sondern als besonderer Dialekt mit nachvollziehbaren Regeln eine Bereicherung''. </s><s> Es sei"
"xylou.de","träge zwei von Tauchern angebrachte Haftminen versenkt wurde. </s><s> Beim direkten Protamin erreicht der Flugkörper das","Kiezdeutsch","in einem flacheren Winkel. </s><s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum Kiezdeutsch ab. </s><s> Bei 2.000 m"
"xylou.de","der Flugkörper das Kiezdeutsch in einem flacheren Winkel. </s><s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum","Kiezdeutsch","ab. </s><s> Bei 2.000 m Hayashi-Linie sind es etwa 60 m. Kiezdeutsch sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der"
"xylou.de","<s> Die erreichte Streiflicht hängt von der Hayashi-Linie zum Kiezdeutsch ab. </s><s> Bei 2.000 m Hayashi-Linie sind es etwa 60 m.","Kiezdeutsch","sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der Mindestabstand zum Kiezdeutsch muss barhäuptig 65 m"
"xylou.de","sind es etwa 60 m. Kiezdeutsch sind Front, Kettendozer oder die Seiten des Fahrzeugs. </s><s> Der Mindestabstand zum","Kiezdeutsch","muss barhäuptig 65 m betragen. </s><s> Dieser Friemar wird einerseits für den Protamin inzwischen schwebende"
"bpb.de","Politikum. </s><s> Zu der Frage, ob Mehrsprachigkeit von Migranten ihre Integration fördert oder erschwert,... </s><s> Mehr lesen </s><s>","Kiezdeutsch","ist kein ""falsches"" Deutsch. Es ist ein neuer Dialekt des Deutschen, der sich in Wohngebieten mit hohem"
"blogger.de",". </s><s> Ein umgehender Austausch wurde mir zugesichert, ist aber noch nicht erfolgt. </s><s> Der alltagssprachlich (z.B. ""","Kiezdeutsch",""") gerne verwendete Generalartikel de (gesprochen [də], also mit Schwa) für der, die und das (de Vater, de Mutter, de"
"chinaseite.de","auf unsere deutsche Sprache haben, anstatt ausgerechnet mit dem staatlich finanzierten ZDF ihren Senf abzugeben. </s><s> ""","Kiezdeutsch",""" https://m.bpb.de/apuz/32957/kiezdeutsch ... lekt?p=all </s><s> Habe gerade gesehen das dein Wohnort Berlin ist. </s><s> Möchte"
"peterlang.com","des Deutschen Germanistenverbandes 54, 72–97. </s><s> ANDROUTSOPOULOS, Jannis K./LAUER, Katharina (2013): ""","Kiezdeutsch",""" in der Presse: Geschichte und Gebrauch eines neuen Labels im Metasprachdiskurs. ← 423 | 424 → In: OZIL, Seyda u. a. (Hgg"
"tagesspiegel.de","die weibliche Form. Sprache ist Ausdruck und Spiegel unseres Zusammenlebens, daher verändert sie sich mit uns, siehe","Kiezdeutsch","und Neudeutsch. </s><s> Oder siehe die Österreicherin Puneh Ansarim, die wir unter dem anglisierend anmutenden Titel """
"peterlang.com","Studie ""Deutschland postmigrantisch"" (Foroukan et al. 2014) und nicht zuletzt das Potsdamer Textkorpus zu ''","Kiezdeutsch","'' (Wiese et al. 2010 ff.) zu berücksichtigen versucht. </s><s> Die aktuellen Entwicklungen zeigen bereits, wie reizvoll es"
"peterlang.com",") zu berücksichtigen versucht. </s><s> Die aktuellen Entwicklungen zeigen bereits, wie reizvoll es ist, sich mit dem Thema ''","Kiezdeutsch","'' im Speziellen und Migration im Allgemeinen im auslandsgermanistischen Unterricht zu beschäftigen. </s><s> Ein Ziel der"
"peterlang.com","der Studierenden. </s><s> 2. Einleitung </s><s> Der vorliegende Beitrag basiert auf ersten Unterrichtserfahrungen zum Thema ''","Kiezdeutsch","'' in den Fächern... </s><s> 1 Einleitung </s><s> ""Es war eine schöne Zeit meines Lebens, als ich Dich und Deinen Bruder Friederich"
"politische-bildung.de","am Rande des Eisernen Vorhangs (Rüdiger Harnisch) Vom Umgang mit Mehrsprachigkeiten (Volker Hinnenkamp)","Kiezdeutsch","- ein neuer Dialekt (Heike Wiese) </s><s> Im Themenkatalog unter </s><s> Wie sich die Awo-Spitze ihre ""Dienstfahrzeuge"" finanzierte </s>"
"uni-potsdam.de","nicht nur Standarddeutsch, sondern viele weitere Dialekte, Stile, Register und auch neue urbane Jugendsprachen wie","Kiezdeutsch",". </s><s> Für den Bildungsbereich ergeben sich hieraus vielfältige Herausforderungen und Chancen, die in den Materialien"
"uni-potsdam.de","Gegenwartsdeutschen, unter anderem mit Projekten zu grammatischen und soziolinguistischen Fragestellungen zu","Kiezdeutsch",". </s><s> Katharina Mayr ist Doktorandin im Projekt ""Deutsch ist vielseitig"". </s><s> Ihre Forschungsinteressen liegen im Bereich"
"exlibris.ch","Dialekte auch. </s><s> Anhand zahlreicher Beispiele zeigt die renommierte Sprachwissenschaftlerin Heike Wiese, dass","Kiezdeutsch","keine ""Kanak Sprak"" ist, kein Anzeichen mangelnder Integration und auch keine Gefahr für das Deutsche, sondern ein"
"exlibris.ch","Gefahr für das Deutsche, sondern ein neuer, in dynamischer Entwicklung befindlicher Dialekt. </s><s> Entwicklungen wie in","Kiezdeutsch","finden sich deswegen nicht nur dort, sondern auch in anderen Bereichen unserer Umgangssprache. </s><s> Heike Wiese hört"
"uni-potsdam.de","Reduktion und informationsstrukturelle Präferenzen in einer kontaktsprachlichen Varietät des Deutschen:","Kiezdeutsch",""" auf und konzentriert sich dabei auf Korpusaufbereitung und -analysen. </s><s> Im Rahmen der ersten Periode von B6 ist ein"
"uni-potsdam.de","sich dabei auf Korpusaufbereitung und -analysen. </s><s> Im Rahmen der ersten Periode von B6 ist ein umfangreiches Korpus zu","Kiezdeutsch","erstellt worden, das spontansprachliche Daten Jugendlicher aus Selbstaufnahmen umfasst, die in Form von"
"uni-potsdam.de",". </s><s> Zeitschrift für Dialektologie und Linguistik. </s><s> Pohle, Maria; Schumann, Kathleen (2014): Keine Angst vor","Kiezdeutsch","! </s><s> Zum neuen Dialekt der Multikulti-Generation. </s><s> Zeitschrift für Jugendkriminalrecht und Jugendhilfe - ZJJ 3/2014,"
"uni-potsdam.de",", Kathleen (2012): Von gedrehten Zungen, Ghetto-Kanaken und einem Sultan der Gedanken – Gastarbeiterdeutsch und","Kiezdeutsch","in literarischer Verarbeitung. </s><s> In: Leupold, Gabriele und Eveline Passet (Hg.): Im Bergwerk der Sprache. </s><s> Eine"
"uni-potsdam.de",". 37 Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft 2015, März 2015, Leipzig. </s><s> mit Maria Pohle: ""","Kiezdeutsch","ist voll baba! </s><s> (...wenn man''s versteht)"" - Kiezdeutsch als Teil des Sprachrepertoires Jugendlicher in"
"uni-potsdam.de","2015, März 2015, Leipzig. </s><s> mit Maria Pohle: ""Kiezdeutsch ist voll baba! </s><s> (...wenn man''s versteht)"" -","Kiezdeutsch","als Teil des Sprachrepertoires Jugendlicher in multiethnischen Wohngebieten. </s><s> Fachtag der"
"uni-potsdam.de","mit dem Innerstädtischen Gymnasium in Rostock, Januar 2011, Rostock </s><s> mit Katharina Mayr und Kerstin Paul:","Kiezdeutsch","bewegt. </s><s> Multiethnische Jugendsprache und ihre öffentliche Wahrnehmung. </s><s> Gesellschaft für Deutsche Sprache (GDS),"
"uni-potsdam.de","Paul: ""Machst du rote Ampel... </s><s> "" Multiethnische Jugendsprachen, eine Gefahr im Sprachenverkehr? </s><s> Ein Workshop zu","Kiezdeutsch","im Unterricht bei der Akademienkonferenz ""Sprachkritik in der Schule"" im Rahmen des ""Forum Junge Wissenschaft"", 29."
"bachelor-master-publishing.de","ist sie Teil eines Repertoires des Sprechers, der sich bewusst für die Nutzung dieser Varietät entscheidet: ""Using","Kiezdeutsch","reflects a choice, a self-positioning of its speaker within a complex multiethnic urban setting. </s><s> ""[2] Die"
"bachelor-master-publishing.de","von Variablen der Fremdheit sind. </s><s> Der Einfluss der Mi-grationssituation spielt bei der Entstehung von Ethnolekt und","Kiezdeutsch","somit eine bedeutende Rolle. </s><s> Die Entwicklung eines individuellen Stils und einer eigenen Sprache, um die eigene"
"bachelor-master-publishing.de","Sprechern aus anderen sprachlichen Umfeldern ethnolektale Sätze kommentieren ließen und damit deren Akzeptanz für","Kiezdeutsch","testeten: </s><s> Hier wird der jugendsprachliche Aspekt von Kiezdeutsch sehr deutlich. </s><s> Jugendliche wählen diese Varietät"
"bachelor-master-publishing.de","kommentieren ließen und damit deren Akzeptanz für Kiezdeutsch testeten: </s><s> Hier wird der jugendsprachliche Aspekt von","Kiezdeutsch","sehr deutlich. </s><s> Jugendliche wählen diese Varietät für die Kommunikation untereinander. </s><s> Sie verwenden Kiezdeutsch"
"bachelor-master-publishing.de","Kiezdeutsch sehr deutlich. </s><s> Jugendliche wählen diese Varietät für die Kommunikation untereinander. </s><s> Sie verwenden","Kiezdeutsch","nicht in sprachlichen Interaktionen mit Erwachsenen. </s><s> Die Zugehörigkeit zu einer Peer-Group, einer Bezugsgruppe,"
"bachelor-master-publishing.de",", nach grammatischen Regeln fehlerhafte Verwendung des Artikels ist zwar eher einer Lernervarietät als einer","kiezdeutschen","Varietät zuzuordnen – gerade wenn man das hohe Alter des Sprechers berücksichtigt – für die vorliegende Arbeit ist sie"
"rp-online.de","bisher für daneben hielt, wird nun eines Besseren belehrt. </s><s> Für die Sprachwissenschaftlerin Heike Wiese ist","Kiezdeutsch","ein kreativer Dialekt sprachbegabter Menschen - samt Grammatik. </s><s> Wann leben deutsche Sprachwissenschaftler"
"rp-online.de","Sätzen wie ""Isch aus Kreuzberg, du Muschi"" oder ""Machst du rote Ampel"" beschäftigt. </s><s> Mitte Februar erscheint ihr Buch ""","Kiezdeutsch",""". </s><s> Wiese analysiert darin den Dialekt, den Jugendliche im Berliner Migranten-Stadtteil Kreuzberg sprechen. </s><s> Eine"
"rp-online.de","<s> Diese Meinung teilen jedoch nicht alle. </s><s> Wiese bekommt beleidigende, sogar drohende Zuschriften. </s><s> So als sei das Thema","Kiezdeutsch","ein Freibrief dafür, mal Dampf abzulassen, sagt sie. </s><s> Es bleibt eine merkwürdige Vorstellung: Die Volksseele kocht"
"rp-online.de",", denen per se Integrationsverweigerung und mangelnde Sprachkompetenz unterstellt werden. </s><s> zurück </s><s> weiter </s><s> Gehört","Kiezdeutsch","zur Sarrazin-Debatte? </s><s> Schafft sich Deutschland in Vierteln wie Kreuzberg sprachlich ab? </s><s> Wiese widerspricht. </s><s> Sie"
"rp-online.de","du nimmst die. </s><s> "" </s><s> Aufräumen mit Klischees </s><s> Die Professorin will mit Negativ-Klischees aufräumen. </s><s> Nach ihrer Studie ist","Kiezdeutsch","eine Jugendsprache, die von vielen Teenagern in Kreuzberg - und nicht nur da - gesprochen wird, völlig unabhängig von"
"rp-online.de","oder ethnischer Herkunft. </s><s> Fast alle Schüler beherrschen auch korrektes Standarddeutsch und Fremdsprachen. </s><s>","Kiezdeutsch","habe eine andere, zentrale Funktion, betont Wiese. </s><s> ""Es sagt aus, dass man zu einer Gruppe gehört. </s><s> "" Spreche ein"
"rp-online.de","andere, zentrale Funktion, betont Wiese. </s><s> ""Es sagt aus, dass man zu einer Gruppe gehört. </s><s> "" Spreche ein Jugendlicher","Kiezdeutsch","mit Erwachsenen, wolle er meist provozieren. </s><s> Das scheint gut zu klappen. </s><s> Kiezdeutsch ist nach Wieses Analyse weder"
"rp-online.de",". </s><s> "" Spreche ein Jugendlicher Kiezdeutsch mit Erwachsenen, wolle er meist provozieren. </s><s> Das scheint gut zu klappen. </s><s>","Kiezdeutsch","ist nach Wieses Analyse weder ein willkürliches Produkt von Sprachidioten, noch dient es allein zur Verständigung"
"rp-online.de","mit Sätzen wie ""Isch mach dich Messer"". </s><s> Die Jugendsprache gehorche festen Regeln. </s><s> Für die Professorin ist","Kiezdeutsch","ein kreativer Dialekt von Menschen, die mehrsprachig aufwachsen. </s><s> ""Wenn das Gehirn darauf trainiert wird, mit"
"rp-online.de","wird, mit unterschiedlichen grammatischen Systemen umzugehen, entwickelt sich sprachlich viel mehr"", sagt Wiese. </s><s>","Kiezdeutsch","überhole die Umgangssprache mit Turboantrieb - zum Beispiel das Haltestellen-Deutsch, das auch Herren in Anzug und"
"rp-online.de",", das auch Herren in Anzug und Krawatte in der Berliner S-Bahn in ihr Handy brüllen: ""Ich bin jetzt Zoo. </s><s> "" </s><s>","Kiezdeutsch","ist kein Berliner Phänomen. </s><s> Es gebe Studien für Hamburg, Mannheim oder das Ruhrgebiet, berichtet Wiese. </s><s> Ähnliche"
"rp-online.de",", berichtet Wiese. </s><s> Ähnliche Phänomene werden in den Niederlanden, Großbritannien und den USA beobachtet. </s><s> Und das","Kiezdeutsch","wandelt sich schnell. </s><s> ""Krass reden"", sagten Kreuzberger Jugendliche noch 2006 zu ihrer Sprache. </s><s> Das ist heute von"
"lass-andere-schreiben.de",". </s><s> Auf jeden Fall bekommt die Sakura Warrior Dilogie eine gnadenlose und absolute Leseempfehlung. 5 von 5 Sternen"" </s><s>","Kiezdeutsch","in der Schule </s><s> In multilingualen Großstädten formten sich im Laufe der Zeit soziolektale beziehungsweise"
"lass-andere-schreiben.de","soll in ausgewählten Kategorien in Hinblick auf Grammatik aus-geforscht werden, um die Zugänglichkeit für nicht","Kiezdeutsch","bewanderte Menschen zu vermehren. </s><s> Zum Trotz aller Kritiker ist die Zielsetzung, die Erstellung von Antithesen, die"
"lass-andere-schreiben.de","der aktuellen Deutschen Gesellschaft könnte im Idealfall in den Fremdsprachenunterricht eingeflößt werden. </s><s> ""","Kiezdeutsch","konnte sich zu einem Dialekt des Deut-schen entwickeln (...)"" bringt Heike Wiese die aufsteigende Relevanz zum"
"koerber-stiftung.de","sollte. </s><s> ""Alter, gehst du Bus? </s><s> "" </s><s> Laut der Sprachwissenschaftlerin und Studienpreisträgerin Diana Marossek ist ""","Kiezdeutsch",""" bei Jugendlichen quer durch alle Milieus weit verbreitet. </s><s> Sätze wie ""Gehst du Bahnhof oder bist du mit Auto? </s><s> "" haben"
"derwesten.de","lange vorbei, oder? </s><s> Der Artikel Joe Strummer: Joe Strummer 001 (180g) (Vinyl-Boxset) wurde in den Warenkorb gelegt. </s><s>","Kiezdeutsch","- nicht falsch, sondern Dialekt </s><s> Julia Emmrich </s><s> am 23.12.2010 um 08:15 Uhr </s><s> Berlin. </s><s> Hassu Kiezdeutsch, hassu Ärger:"
"derwesten.de","Warenkorb gelegt. </s><s> Kiezdeutsch - nicht falsch, sondern Dialekt </s><s> Julia Emmrich </s><s> am 23.12.2010 um 08:15 Uhr </s><s> Berlin. </s><s> Hassu","Kiezdeutsch",", hassu Ärger: Viele finden den Halbstarken-Slang aggressiv, prollig und peinlich - Sprachforscherin Heike Wiese"
"derwesten.de","finden den Halbstarken-Slang aggressiv, prollig und peinlich - Sprachforscherin Heike Wiese findet ihn kreativ. </s><s>","Kiezdeutsch",", sagt die Professorin, sei kein falsches Deutsch, sondern ein neuer Dialekt. </s><s> Sprachhüter beschimpfen sie,"
"derwesten.de","mit E-Mails, es gibt Drohungen gegen ihre Kinder – und alles nur, weil Heike Wiese einen neuen Dialekt entdeckt hat. </s><s> ""","Kiezdeutsch",""", sagt die Potsdamer Sprachforscherin, und meint die Jugendsprache in den Einwandervierteln, ""Kiezdeutsch ist"
"derwesten.de","hat. </s><s> ""Kiezdeutsch"", sagt die Potsdamer Sprachforscherin, und meint die Jugendsprache in den Einwandervierteln, ""","Kiezdeutsch","ist nicht falsches Deutsch, sondern ein neuer Dialekt. </s><s> "" Mit festen Regeln und eigener Grammatik – wie das Bayrische"
"derwesten.de","um"", stört dagegen niemanden. </s><s> Heike Wiese kennt diese Reflexe. </s><s> Man könnte sagen: ""Isch schwöre, Alta: Hassu","Kiezdeutsch",", hassu Ärger. </s><s> "" </s><s> Keine fehlerhafte ""Kanak Sprak"", sondern eine Variante des Deutschen </s><s> Die Professorin der Uni Potsdam"
"derwesten.de","der Jugendlichen in Einwanderervierteln untersucht. </s><s> Und dabei eine Entdeckung gemacht, die vielen nicht passt: ""","Kiezdeutsch",""" ist grammatisch gesehen keine Mischung aus Deutsch, Türkisch und Arabisch, keine fehlerhafte ""Kanak Sprak"","
"derwesten.de","Deutschen – allerdings mit vielen Vereinfachungen und Wort-Importen aus den Einwanderersprachen. </s><s> Wiese weit nach:","Kiezdeutsch","sprechen nicht nur Migrantenkinder sondern auch ihre deutschstämmigen Mitschüler – und sie wissen, was sie da tun. </s>"
"derwesten.de","Erwachsenen reden. </s><s> Bei Sprachtests mit den Potsdamer Forschern konnten sie zudem präzise angeben, was ""richtiges","Kiezdeutsch",""" und was schlicht falsches Deutsch war. </s><s> Jugendsprache der multiethnischen Stadtviertel - ein echter"
"derwesten.de","schlicht falsches Deutsch war. </s><s> Jugendsprache der multiethnischen Stadtviertel - ein echter Integrationserfolg </s><s>","Kiezdeutsch","ist in Wieses Augen deshalb nicht das Merkmal einer integrationsunwilligen Einwanderergeneration und auch keine"
"derwesten.de","nicht das Merkmal einer integrationsunwilligen Einwanderergeneration und auch keine Frage der sozialen Schicht. </s><s>","Kiezdeutsch","ist die Jugendsprache der multiethnischen Stadtviertel, ein echter ""Integrationserfolg"" – mit ähnlichen Formen in"
"derwesten.de",", wo die Sprachwissenschaftlerin mit ihrer Familie lebt, lernen auch die Mittelschichtkinder schnell, wie man","Kiezdeutsch","redet. </s><s> Schon, um auf dem Schulhof dazuzugehören. </s><s> ""Ich finde Kiezdeutsch schön, und ich höre das auch gerne"", sagt"
"derwesten.de","die Mittelschichtkinder schnell, wie man Kiezdeutsch redet. </s><s> Schon, um auf dem Schulhof dazuzugehören. </s><s> ""Ich finde","Kiezdeutsch","schön, und ich höre das auch gerne"", sagt Heike Wiese. </s><s> Während sich viele Lehrer am Kiezdeutsch ihrer Schüler"
"derwesten.de",". </s><s> ""Ich finde Kiezdeutsch schön, und ich höre das auch gerne"", sagt Heike Wiese. </s><s> Während sich viele Lehrer am","Kiezdeutsch","ihrer Schüler abarbeiten und die meisten Laien den Halbstarken-Slang aggressiv, prollig oder zumindest peinlich"
"derwesten.de","sie bei vielen Deutschen vermutet: ""Ich mag die nicht, deshalb mag ich auch deren Sprache nicht – so regieren viele auf","Kiezdeutsch",". </s><s> "" </s><s> Antwort auf Beitrag Nr.: 54.987.587 von MdBJuppZupp am 21.05.17 10:06:11Man muss die Wirtschaft unterstützen,"
"issuu.com","Aspekten von Selbst- und Fremdwahrnehmungen am Beispiel des von ihr als eigenen Dialekt identifizierten ''","Kiezdeutsch","'' auseinandersetzte und diesbezüglich auch auf kontroverse Debatten innerhalb des Fachdiskurses rekurrierte. </s><s> Das"
"issuu.com","(Rampton 2010) charakterisiert. </s><s> Das deutsche Beispiel für eine solche neue Sprachvariante, das sog. ""","Kiezdeutsch",""", wurde in Wiese (2012) als neuer deutscher Dialekt beschrieben, eine Einordnung, die die Systematizität dieser"
"issuu.com","und soziolinguistischen Parallelen zu herkömmlichen Dialekten betont. </s><s> Diese Charakterisierung von","Kiezdeutsch","als Dialekt löste eine öffentliche Debatte aus, in der einige interessante Aspekte zu Einstellungen gegenüber"
"issuu.com","Sprechergemeinschaften deutlich wurden. </s><s> Der Vortrag stellt zentrale Topoi im öffentlichen Diskurs zu","Kiezdeutsch","vor und analysiert wir/sie-Dichotomien, die hier deutlich werden. </s><s> Als Datenbasis dient ein Korpus, das"
"issuu.com",", die hier deutlich werden. </s><s> Als Datenbasis dient ein Korpus, das Email-Zuschriften in Reaktion auf Medienberichte zu","Kiezdeutsch",", Online-Leserkommentare und Diskussionsbeiträge in Internetforen versammelt. </s><s> Der Vortrag zeigt alloethnische"
"michael-klonovsky.de","höre ein bäuerliches beziehungsweise ein Slum-Arabisch. </s><s> "" </s><s> Also praktisch eine Mischung aus Merkel, Mario Barth und ""","Kiezdeutsch",""". </s><s> Tibi berichtet überdies, dass er ""als zivilisierter Syrer"" die Polygamie weder aus seiner Familie noch aus den"
"derwesten.de","gebe, die im Tor Titanen gewesen seien. </s><s> Kahns Management wollte sich vor der Verhandlung nicht äußern. </s><s> Dialekt","Kiezdeutsch","- ""Sprech isch so deutsch so"" </s><s> Britta Heidemann </s><s> am 23.02.2012 um 17:05 Uhr </s><s> Die Generation Multikulti schafft sich eine"
"derwesten.de","so"" </s><s> Britta Heidemann </s><s> am 23.02.2012 um 17:05 Uhr </s><s> Die Generation Multikulti schafft sich eine sprachliche Heimat: ""","Kiezdeutsch",""". </s><s> Aber zeugt dieser multikulturell geprägte Jugendslang nun von ""schlechtem"" Deutsch? </s><s> Oder entsteht hier, vor"
"derwesten.de","entsteht hier, vor unseren Ohren, ein neuer Dialekt? </s><s> Die Potsdamer Professorin Heike Wiese untersucht in ihrem Buch ""","Kiezdeutsch",""" die Mundart Kreuzberger Jugendlicher. </s><s> Sie sieht die Sprache der Generation Multikulti Seite an Seite mit Bayrisch,"
"derwesten.de","Sichtweise. </s><s> Neue Möglichkeiten der Wortstellung; ""Jetzt isch hasse ihn"" </s><s> Liest man Heike Wieses Analyse, dann rückt","Kiezdeutsch","weit ab von der wütenden ""Kanak Sprak"", der einst Autor Feridun Zaimoglu ein schriftliches Denkmal setzte. </s>"
"derwesten.de","weit ab von der wütenden ""Kanak Sprak"", der einst Autor Feridun Zaimoglu ein schriftliches Denkmal setzte. </s><s>","Kiezdeutsch","habe, wie andere europäische Jugendsprachen, ""charakteristische Eigenheiten"": Fremdwörter aus dem Türkischen"
"derwesten.de","Wir sind gleich Alexanderplatz. </s><s> "" Und auch im Hochdeutschen gäbe es Verkürzungen ähnlich jener in ""mein Schwester"". </s><s> ""","Kiezdeutsch","ist kein Zeichen des Verfalls"" </s><s> ""Heimat auf der Zunge"" nennt Karl-Heinz Göttert, emeritierter Kölner"
"derwesten.de","Dialekte. </s><s> Und wenn Jugendliche aus vielen Ländern eine neue Heimat suchen? </s><s> Dann entsteht ein neuer Dialekt! </s><s> ""","Kiezdeutsch","ist kein Zeichen des Verfalls"", betont Göttert. </s><s> Er hält Wieses Arbeit aus wissenschaftlicher Sicht für ""absolut"
"derwesten.de","zur Hochsprache, sondern eine Ergänzung. </s><s> Diese Erfahrung machte auch Heike Wiese. </s><s> ""Für uns war es schwierig, das","Kiezdeutsch","überhaupt aufzuzeichnen"", sagt sie – weil die Kreuzberger Jugendlichen im Labor plötzlich Hochdeutsch sprachen. </s><s> """
"derwesten.de","schwachen Wohngebiete sind"". </s><s> Wie gut das Hochdeutsch der Schüler sei, hänge nicht davon ab, ob die Jugendlichen","Kiezdeutsch","sprächen. </s><s> Sondern, so Wiese, vom ""individuellen"" Schulerfolg. </s><s> ""Sprech isch so deutsch so"" – diesen Satz kann ein"
"schattenblick.de","- Team Germany PNWC 2011, PNWC 2013, PNEC 2015, PNWC 2015, PNWC 2016, PNWC 2017, PNWC 2018, PNWC 2019 </s><s> SPRACHE/707: Von","Kiezdeutsch","bis Platt (Portal - Uni Potsdam) </s><s> Portal - Das Potsdamer Universitätsmagazin 3/2010 </s><s> Von Kiezdeutsch bis Platt Im"
"schattenblick.de","<s> SPRACHE/707: Von Kiezdeutsch bis Platt (Portal - Uni Potsdam) </s><s> Portal - Das Potsdamer Universitätsmagazin 3/2010 </s><s> Von","Kiezdeutsch","bis Platt Im Potsdamer Zentrum ""Sprache, Variation und Migration"" arbeiten Wissenschaftler zu Facetten der"
"schattenblick.de",", ist ihre Leidenschaft für die deutsche Sprache und ihre verschiedenen Erscheinungsweisen, egal, ob Platt- oder","Kiezdeutsch",". </s><s> Während der 24-jährige Roeser demnächst seinen Bachelor in Germanistik und Allgemeiner Theoretischer Linguistik"
"schattenblick.de","emotional aufgeheizt ist"", so Wiese, Sprecherin des Zentrums. </s><s> Sie selbst hat während der Arbeit an ihrem Projekt zum ""","Kiezdeutsch",""" mehrfach erfahren, wie groß die ""Moral Panic"" der Öffentlichkeit über den angeblichen Verfall des Deutschen"
"schattenblick.de","Jugendsprachen wie sie in Kreuzberg, Wedding oder auch Potsdam-Waldstadt anzutreffen sind, sein kann. </s><s> Dabei sei ""","Kiezdeutsch",""" keineswegs ""gebrochenes Deutsch, sondern eine Bereicherung des deutschen Varietätenspektrums"" und"
"schattenblick.de","positives sprachliches Selbstbild aufzubauen"", führt Wiese aus. </s><s> Ab 2011 sollen dann Unterrichtsmaterialien zum","Kiezdeutsch","für Lehrer erarbeitet werden. </s><s> Zum anderen ist man im Zentrum darum bemüht, durch Interviews, öffentliche Vorträge"
"uni-potsdam.de","Zentrum ""Region"" bildet den Ausgangspunkt für die Einbeziehung des Niederdeutschen, Sorbischen, Berlinischen,","Kiezdeutschen","sowie der Dialekte. </s><s> Dabei werden sowohl literarische als auch Sachtexte berücksichtigt.... </s><s> Hospizkultur und"
"hausarbeiten.de","Alpa Gun, weil er so aus Schöneberg kommt. </s><s> ""), so entsteht ein neues Funktionswort, das wir übrigens auch außerhalb von","Kiezdeutsch","finden. </s><s> Das ist nicht schlampig formuliert, sondern hat System. </s><s> ""11 Oft wird der Identitätsbegriff so formuliert,"
"helma.at","auf die Umgangssprache. </s><s> Wir haben zum Beispiel herausgefunden, dass alle Jugendlichen in Kreuzberg","Kiezdeutsch","sprechen - unabhängig von ihrer Ein- oder Mehrsprachigkeit, ihrer deutschen, türkischen oder arabischen Herkunft. </s>"
