lfd,participant,tnid,gilt,group,itemid,regionid,target,elapsedtime,timeinterval,wds,twdcoef,wdtcoef,proct,string,setname,tag1,tag2,explique
404,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_0,-9,37022,1468,5,"293,6","3,40599455040872",2149,Die Tiere in der Auffangstation,all,RUB,6LC,
405,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_1,-9,38471,1449,5,"289,8","3,45065562456867",2121, kamen von sehr unterschiedlichen Orten.,all,RUB,6LC,
406,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_2,-9,39932,1461,8,"182,625","5,4757015742642",1337," Einige von ihnen waren Haustiere von BesitzerInnen gewesen,",all,RUB,6LC,
407,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_3,-9,40610,678,5,"135,6","7,37463126843658",993, die gestorben oder weggezogen waren.,all,RUB,6LC,
408,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_4,-1,41969,1359,6,"226,5","4,41501103752759",1658, Für gewöhnlich waren diese Tiere gutmütig,all,RUB,6LC,
409,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_5,0,42912,943,7,"134,714285714286","7,42311770943796",986, und man konnte sie ohne Schutzhandschuhe anfassen.,all,RUB,6LC,
410,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_6,1,44051,1139,4,"284,75","3,51185250219491",2084, Andere Tiere waren missbraucht,all,RUB,6LC,
411,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_7,2,45014,963,6,"160,5","6,23052959501558",1175, oder sogar zum Angriff abgerichtet worden.,all,RUB,6LC,
412,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC6,LC6_8,-9,46124,1110,4,"277,5","3,6036036036036",2031, Sie erforderten besondere Sicherheitsmaßnahmen.,all,RUB,6LC,
413,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_fixation,-9,46700,576,1,576,"1,73611111111111",4216,X,all,NA,NA,
414,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_0,-9,48222,1522,5,"304,4","3,28515111695138",2228,"Wenn Ginas Büroangestellte kooperativ waren,",all,NA,NA,
415,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_1,-9,49806,1584,6,264,"3,78787878787879",1932, konnten sie großartige Dinge zusammen erreichen.,all,NA,NA,
416,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_2,-9,50304,498,7,"71,1428571428571","14,0562248995984",521, Sie waren ein Chor in perfekter Harmonie;,all,NA,NA,
417,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_3,-9,50874,570,5,114,"8,7719298245614",834, die zarten Töne des Soprans,all,NA,NA,
418,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_4,-9,51389,515,10,"51,5","19,4174757281553",377, fügten sich perfekt ein in das mächtige Donnern der Bässe.,all,NA,NA,
419,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_5,-9,51782,393,6,"65,5","15,2671755725191",479, Nach der Performance musste Gina lediglich,all,NA,NA,
420,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_6,-9,52124,342,10,"34,2","29,2397660818713",250," die Blumensträuße aufheben, die man auf die Bühne geworfen hatte.",all,NA,NA,
421,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_7,-9,52531,407,5,"81,4","12,2850122850123",596," Wenn sie jedoch unkooperativ waren,",all,NA,NA,
422,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem04,09Fillerem04_8,-9,52988,457,10,"45,7","21,8818380743982",335, war die sich ergebende Kakophonie ein Angriff auf die Sinne.,all,NA,NA,
423,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_fixation,-9,53510,522,1,522,"1,91570881226054",3821,X,all,NA,NA,
424,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_0,-9,53960,450,7,"64,2857142857143","15,5555555555556",471,Peter kaufte sich vor kurzem eine Ukulele.,all,NA,NA,
425,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_1,-9,54242,282,12,"23,5","42,5531914893617",172," Es war schon immer sein Wunsch gewesen, noch ein Instrument zu lernen.",all,NA,NA,
426,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_2,-9,54501,259,6,"43,1666666666667","23,1660231660232",316, Sogar den Nachbarn gefiel die Idee.,all,NA,NA,
427,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_3,-9,54728,227,8,"28,375","35,2422907488987",208, Er verbrachte ohne Mühe viel Zeit beim Spielen,all,NA,NA,
428,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_4,-9,55218,490,8,"61,25","16,3265306122449",448, und der Klang im Wohnzimmer war sehr gut.,all,NA,NA,
429,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_5,-9,55510,292,5,"58,4","17,1232876712329",427, Dieses hatte eine tolle Resonanz.,all,NA,NA,
430,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_6,-9,55690,180,5,36,"27,7777777777778",264," Seither veranstaltet er kleine Konzerte,",all,NA,NA,
431,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_7,-9,56028,338,7,"48,2857142857143","20,7100591715976",353, was den Zusammenhalt unter den Nachbarn stärkt.,all,NA,NA,
432,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc13,09Fillerlc13_8,-9,56318,290,11,"26,3636363636364","37,9310344827586",193, Die Ukulele hat Peter zu ganz neuen Ausdrucksmöglichkeiten und FreundInnen verholfen.,all,NA,NA,
433,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_fixation,-9,56776,458,1,458,"2,18340611353712",3353,X,all,RUB,10MM,
434,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_0,-9,57157,381,7,"54,4285714285714","18,3727034120735",398,Merves Theaterprojekt war ein Schiff ohne Kurs.,all,RUB,10MM,
435,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_1,-9,57448,291,7,"41,5714285714286","24,0549828178694",304, In der Organisation war der Wurm drin.,all,RUB,10MM,
436,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_2,-9,57715,267,12,"22,25","44,9438202247191",163, Auch ihre FreundInnen ließen sie am Ende fast in der Wüste stehen.,all,RUB,10MM,
437,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_3,-9,58012,297,15,"19,8","50,5050505050505",145," Sie stand vor einem Berg aus Trümmern, aber sie folgte weiter dem Ruf der Bühne",all,RUB,10MM,
438,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_4,-9,58207,195,8,"24,375","41,025641025641",178," und rettete ihr Baby: Sie sezierte das Skript,",all,RUB,10MM,
439,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_5,-1,58515,308,14,22,"45,4545454545455",161, würzte ein paar Stellen und konnte mit der Bühnentechnik sogar eine bunte Monsterwolke züchten.,all,RUB,10MM,
440,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_6,0,58998,483,8,"60,375","16,5631469979296",442, Diese schwebte durch den Raum während des Finales.,all,RUB,10MM,
441,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM10,MM10_7,1,59364,366,8,"45,75","21,8579234972678",335, Die Show wurde zum Feuerwerk für die Sinne.,all,RUB,10MM,
442,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_fixation,-9,59787,423,1,423,"2,36406619385343",3096,X,all,NA,NA,
443,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_0,-9,60106,319,7,"45,5714285714286","21,9435736677116",334,Die Gefühle seiner Mitmenschen berührten Simon nicht.,all,NA,NA,
444,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_1,-9,60397,291,8,"36,375","27,4914089347079",266," Wenn jemand um ihn herum zu emotional war,",all,NA,NA,
445,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_2,-9,60659,262,4,"65,5","15,2671755725191",479, wurde er zum Stein.,all,NA,NA,
446,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_3,-9,60937,278,5,"55,6","17,9856115107914",407," Er war kein guter Zuhörer,",all,NA,NA,
447,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_4,-9,61184,247,10,"24,7","40,4858299595142",181, der durch seine bloße Anwesenheit Trost und Wärme gespendet hätte.,all,NA,NA,
448,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm25,09Fillersm25_5,-9,61535,351,12,"29,25","34,1880341880342",214, Vielmehr blieb er regungslos und ließ sein Gegenüber mit dessen Problemen allein. ,all,NA,NA,
449,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_fixation,-9,61939,404,1,404,"2,47524752475248",2957,X,all,RUB,5SM,
450,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_0,-9,62476,537,5,"107,4","9,31098696461825",786,Louise hatte bemerkenswerte geistige Fähigkeiten.,all,RUB,5SM,
451,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_1,-9,62766,290,7,"41,4285714285714","24,1379310344828",303, Sie besaß ein beeindruckendes Wissen über Fakten,all,RUB,5SM,
452,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_2,-1,63272,506,10,"50,6","19,7628458498024",370, und konnte in überwältigender Geschwindigkeit Informationen liefern und darüber nachdenken.,all,RUB,5SM,
453,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_3,0,63556,284,9,"31,5555555555556","31,6901408450704",231, In letzter Zeit kam es jedoch gelegentlich zu Stromausfällen.,all,RUB,5SM,
454,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_4,1,63827,271,8,"33,875","29,520295202952",248," Plötzlich war sie nicht mehr in der Lage,",all,RUB,5SM,
455,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM5,SM5_5,2,64197,370,6,"61,6666666666667","16,2162162162162",451, auf die einfachste Anfrage zu reagieren,all,RUB,5SM,
456,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_fixation,-9,64633,436,1,436,"2,29357798165138",3192,X,all,RUB,2EM,
457,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_0,-9,65001,368,7,"52,5714285714286","19,0217391304348",385,Johns Ehrgeiz im Büro war ein Rennwagen.,all,RUB,2EM,
458,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_1,-9,65311,310,8,"38,75","25,8064516129032",284," Er nutzte jede Gelegenheit, die sich ihm bot,",all,RUB,2EM,
459,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_2,-9,65568,257,9,"28,5555555555556","35,0194552529183",209, um seine RivalInnen zu überholen und seine TeamkollegInnen herauszufordern.,all,RUB,2EM,
460,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_3,-1,65831,263,8,"32,875","30,4182509505703",241," Auf der Rennstrecke kämpfte er Runde um Runde,",all,RUB,2EM,
461,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_4,0,66078,247,7,"35,2857142857143","28,3400809716599",258, bis von der Tribüne stehende Ovationen kamen.,all,RUB,2EM,
462,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_5,1,66386,308,7,44,"22,7272727272727",322," Johns Chef lobte ihn für seine Siege,",all,RUB,2EM,
463,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_6,2,66914,528,5,"105,6","9,46969696969697",773," aber insgeheim fragte er sich,",all,RUB,2EM,
464,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,EM,EM2,EM2_7,-9,67401,487,7,"69,5714285714286","14,3737166324435",509, ob John je die Ziellinie erreichen würde.,all,RUB,2EM,
465,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_fixation,-9,67907,506,1,506,"1,97628458498024",3704,X,all,NA,NA,
466,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_0,-9,68299,392,12,"32,6666666666667","30,6122448979592",239,Silas ist Kriminologe und interessiert sich schon seit seiner Kindheit für Kriminalfälle.,all,NA,NA,
467,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_1,-9,68595,296,16,"18,5","54,0540540540541",135," Da Silas parallel ein Interesse in Naturwissenschaften entwickelte, war Kriminologie das Beste, was er studieren konnte.",all,NA,NA,
468,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_2,-9,68854,259,13,"19,9230769230769","50,1930501930502",146," Er hatte schon immer wissen wollen, wie es dazu kommt, dass sich Menschen",all,NA,NA,
469,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_3,-9,69163,309,4,"77,25","12,9449838187702",565, die Hände schmutzig machen.,all,NA,NA,
470,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_4,-9,69445,282,14,"20,1428571428571","49,645390070922",147," Die Motive, die inneren Konflikte, und natürlich mit welcher Technik die Täter gefasst werden.",all,NA,NA,
471,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_5,-9,69860,415,8,"51,875","19,2771084337349",380," Am meisten fasziniert ihn noch immer die DNA,",all,NA,NA,
472,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillersm08,09Fillersm08_6,-9,70297,437,9,"48,5555555555556","20,5949656750572",355, und wie so etwas Kleines so deutliche Spuren hinterlässt.,all,NA,NA,
473,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_fixation,-9,70852,555,1,555,"1,8018018018018",4063,X,all,NA,NA,
474,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_0,-9,71231,379,6,"63,1666666666667","15,8311345646438",462,Sören hatte viel Glück im Leben.,all,NA,NA,
475,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_1,-9,71525,294,19,"15,4736842105263","64,6258503401361",113," Sein Reichtum war regelrecht vom Himmel gefallen und wenn er Probleme hatte, wurden sie ohne großen Wirbel einfach weggeweht.",all,NA,NA,
476,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_2,-9,71783,258,6,43,"23,2558139534884",315, Alles fiel ihm in den Schoß.,all,NA,NA,
477,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_3,-9,72080,297,11,27,"37,037037037037",198," Und all das, ohne dass er dem Glück je entgegenfliegen musste.",all,NA,NA,
478,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_4,-9,72378,298,7,"42,5714285714286","23,489932885906",312," Sören lebte mit den Winden, sagen einige,",all,NA,NA,
479,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_5,-9,72658,280,5,56,"17,8571428571429",410, manche nannten ihn einen Luftikus.,all,NA,NA,
480,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem09,09Fillerem09_6,-9,73055,397,8,"49,625","20,1511335012594",363, Doch verflogen hatte er sich im Leben nie.,all,NA,NA,
481,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem19,09Fillerem19_fixation,-9,73585,530,1,530,"1,88679245283019",3880,X,all,NA,NA,
482,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem19,09Fillerem19_0,-9,73933,348,9,"38,6666666666667","25,8620689655172",283,Hegels Vorstellung vom dialektischen Idealismus war eine Kopfgeburt gewesen.,all,NA,NA,
483,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem19,09Fillerem19_1,-9,74210,277,11,"25,1818181818182","39,7111913357401",184, Generationen von nachfolgenden PhilosophInnen bekamen Kopfschmerzen von einem derart schwindelerregenden Konstrukt.,all,NA,NA,
484,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem19,09Fillerem19_2,-9,74509,299,7,"42,7142857142857","23,4113712374582",313, Zum Glück wurde Hegel endlich durch Marx,all,NA,NA,
485,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem19,09Fillerem19_3,-9,74795,286,6,"47,6666666666667","20,979020979021",349, vom Kopf auf die Füße gestellt.,all,NA,NA,
486,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC18,LC18_fixation,-9,75322,527,1,527,"1,89753320683112",3858,X,all,RUB,18LC,
487,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC18,LC18_0,-1,75948,626,12,"52,1666666666667","19,1693290734824",382,"Lars‘ Morgenroutine hatte immer schon darin bestanden, dass er so lange schlief,",all,RUB,18LC,
488,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC18,LC18_1,0,76253,305,4,"76,25","13,1147540983607",558, bis Xenia ihn wachrüttelte.,all,RUB,18LC,
489,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,LC,LC18,LC18_2,1,76523,270,38,"7,10526315789474","140,740740740741",52," Doch jetzt war sie weg und er merkte, dass er sich von nun an allein darum kümmern musste, rechtzeitig aufzustehen. Es fiel ihm schwer, seine eigenen Entscheidungen zu treffen, doch langsam gewöhnte er sich an diese neue Aufgabe.",all,RUB,18LC,
490,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM26,MM26_fixation,-9,85021,8498,1,8498,"0,117674746999294",62205,X,all,RUB,26MM,
491,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM26,MM26_0,-9,85978,957,15,"63,8","15,6739811912226",467,Das mobile Schulprojekt ‚Bücher auf Rädern‘ goss Wissen wie durch Trichter in die SchülerInnen ein.,all,RUB,26MM,
492,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM26,MM26_1,-9,86300,322,11,"29,2727272727273","34,1614906832298",214, Das Vorzeigekonzept war der glänzende Stern am Himmel des sozialen Engagements.,all,RUB,26MM,
493,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM26,MM26_2,-1,86591,291,12,"24,25","41,2371134020619",178," Die SchülerInnen verschlangen nun die Bücher, die ihnen per Bus serviert wurden.",all,RUB,26MM,
494,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,MM,MM26,MM26_3,0,86877,286,18,"15,8888888888889","62,9370629370629",116," Er war eine wandelnde Bibliothek. Noch lange sprachen alle davon, denn teilweise waren die Bücher die besseren LehrerInnen. ",all,RUB,26MM,
495,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_fixation,-9,87439,562,1,562,"1,77935943060498",4114,X,all,NA,NA,
496,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_0,-9,88107,668,4,167,"5,98802395209581",1222,"Lea hatte sich angewöhnt,",all,NA,NA,
497,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_1,-9,88391,284,11,"25,8181818181818","38,7323943661972",189," ihren Bruder Matti nur noch als das Grab der Familie vorzustellen,",all,NA,NA,
498,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_2,-9,88644,253,12,"21,0833333333333","47,4308300395257",154, seit dieser immer mehr in den dunklen Machenschaften einer Bande Kleinkrimineller aufging.,all,NA,NA,
499,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_3,-9,88901,257,9,"28,5555555555556","35,0194552529183",209, Er empfand sein neues Leben hingegen durchaus als Bereicherung,all,NA,NA,
500,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_4,-9,89171,270,4,"67,5","14,8148148148148",494," und hatte keine Ahnung,",all,NA,NA,
501,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_5,-9,89443,272,4,68,"14,7058823529412",498," warum sie ihm vorwarf,",all,NA,NA,
502,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_6,-9,89726,283,7,"40,4285714285714","24,7349823321555",296, er würde das Gold der Familie versilbern.,all,NA,NA,
503,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerem14,09Fillerem14_7,-9,90012,286,11,26,"38,4615384615385",190," Er dachte immer, mit ihr auf einer Wellenlänge gewesen zu sein.",all,NA,NA,
504,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_fixation,-9,90510,498,1,498,"2,00803212851406",3645,X,all,RUB,12SM,
505,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_0,-9,91285,775,16,"48,4375","20,6451612903226",355,Harry machte vor Jahren viel Geld mit Gewinnspielen und hatte ein sorgenfreies Leben: Alles lief super.,all,RUB,12SM,
506,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_1,-9,91911,626,6,"104,333333333333","9,58466453674121",764, Doch dann machte er schwere Verluste.,all,RUB,12SM,
507,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_2,-1,92308,397,16,"24,8125","40,3022670025189",182," Sehr schnell bekam Harry finanzielle Probleme, der Stress wurde zu viel und er konnte nicht mehr.",all,RUB,12SM,
508,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_3,0,92791,483,5,"96,6","10,351966873706",707, Es war ein turbulenter Fall.,all,RUB,12SM,
509,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_4,1,93253,462,7,66,"15,1515151515152",483, Harry hatte sich übernommen und verlor alles.,all,RUB,12SM,
510,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,SM,SM12,SM12_5,2,93699,446,19,"23,4736842105263","42,6008968609865",172, Er fand jedoch auch danach wieder seinen Weg und sucht heutzutage den Spaß am Risiko höchstens noch in Videospielen.,all,RUB,12SM,
511,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_fixation,-9,94204,505,1,505,"1,98019801980198",3697,X,all,NA,NA,
512,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_0,-9,95097,893,5,"178,6","5,59910414333707",1307,Martin ist Autor von Kochbüchern.,all,NA,NA,
513,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_1,-9,95409,312,6,52,"19,2307692307692",381," Er kocht nicht nur aus Leidenschaft,",all,NA,NA,
514,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_2,-9,95618,209,6,"34,8333333333333","28,7081339712919",255, sondern ist darin sogar etwas obsessiv.,all,NA,NA,
515,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_3,-9,96053,435,7,"62,1428571428571","16,0919540229885",455," Daher lebt er in einer großen Wohngemeinschaft,",all,NA,NA,
516,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_4,-9,96331,278,9,"30,8888888888889","32,3741007194245",226, damit er große Mengen für viele Menschen kochen kann.,all,NA,NA,
517,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_5,-9,96598,267,4,"66,75","14,9812734082397",489, Heute gibt es Gans.,all,NA,NA,
518,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_6,-9,96856,258,7,"36,8571428571429","27,1317829457364",270, Schon an der geschlossenen Haustür kann man,all,NA,NA,
519,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_7,-9,97146,290,3,"96,6666666666667","10,3448275862069",708, den Braten riechen.,all,NA,NA,
520,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_8,-9,97404,258,10,"25,8","38,7596899224806",189," Martin erfindet täglich neue Rezepte und es kommt selten vor,",all,NA,NA,
521,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_9,-9,97633,229,5,"45,8","21,8340611353712",335, dass es jemanden nicht schmeckt.,all,NA,NA,
522,Tue Jul 13 2021 06:34:31 GMT+0200 (CEST),3,0,ZFIL,09Fillerlc16,09Fillerlc16_10,-9,97984,351,7,"50,1428571428571","19,9430199430199",367," Daher lädt er auch gerne Gourmets ein,",all,NA,NA,
